연도,시도,시군구,생활용-개소수,생활용-이용량,공업용-개소수,공업용-이용량,농업용-개소수,농업용-이용량,기타용-개소수,기타용-이용량
2014,울산광역시,남구,378,2300668,26,346334,21,107405,0,0
2014,울산광역시,동구,200,2429638,0,0,16,7518,0,0
2014,울산광역시,북구,411,2519947,21,225437,179,478517,0,0
2014,울산광역시,울주군,2692,26677256,121,1715986,1185,6291401,0,0
2014,울산광역시,중구,166,1896600,0,0,38,218423,3,14214
2014,인천광역시,강화군,3370,11263254,34,352639,2468,4706395,1,45
2014,인천광역시,계양구,307,683977,14,33514,562,1020462,2,9454
2014,인천광역시,미추홀구,219,701185,1,730,1,5475,1,0
2014,인천광역시,남동구,188,1071021,11,92340,380,641550,0,0
2014,인천광역시,동구,37,153982,5,34278,0,0,1,9453
2014,인천광역시,부평구,223,1706273,6,48216,11,47438,0,0
2014,인천광역시,서구,352,1361355,7,79399,219,385378,0,0
2014,인천광역시,연수구,118,565005,0,0,11,31667,2,8666
2014,인천광역시,옹진군,751,4501848,17,227474,385,1227901,7,51601
2014,인천광역시,중구,2035,4545053,2,25958,588,5685056,64,325659
2014,전라남도,강진군,2574,5875210,31,213723,4743,14572194,8,24770
2014,전라남도,고흥군,5335,8047680,77,869913,10262,51525417,29,227807
2014,전라남도,곡성군,13884,16254953,52,895700,8003,21308665,14,112850
2014,전라남도,광양시,4381,4581323,67,447029,2981,8133651,8,16125
2014,전라남도,구례군,1449,4655479,9,87475,1834,8081247,43,1009385
2014,전라남도,나주시,10904,9458340,86,1278574,6511,18243012,15,86886
2014,전라남도,담양군,11673,5380521,129,1461840,8523,57079368,8,75600
2014,전라남도,목포시,515,897357,11,120912,101,427759,2,0
2014,전라남도,무안군,3952,1852303,52,29070,14555,20126394,2,7665
2014,전라남도,보성군,4000,10147230,47,630230,5917,31321703,0,0
2014,전라남도,순천시,11265,9177000,42,870887,7393,21350752,0,0
2014,전라남도,신안군,130,875900,4,34090,269,1116084,12,57150
2014,전라남도,여수시,6107,7426966,90,772444,3071,5591350,0,0
2014,전라남도,영광군,7289,3077415,20,180285,10807,26193344,8,104653
2014,전라남도,영암군,5829,9481298,31,1102850,3928,24157381,5,120682
2014,전라남도,완도군,2501,1862877,5,16285,2974,10231117,17,12850
2014,전라남도,장성군,10649,8482887,55,528099,6551,18927619,0,0
2014,전라남도,장흥군,441,3200080,7,93066,3843,12398141,2,2377
2014,전라남도,진도군,395,2223540,11,83300,1672,5534989,9,184700
2014,전라남도,함평군,7606,25042123,50,474401,6820,20278062,8,100022
2014,전라남도,해남군,9218,4729968,63,539416,12060,23024003,1,0
2014,전라남도,화순군,4027,13472881,24,916042,2969,23189244,24,1307000
2014,전라북도,고창군,4934,4506445,49,369996,28624,44628118,11,18200
2014,전라북도,군산시,2208,2223037,40,1054024,851,1910092,0,0
2014,전라북도,김제시,13602,15231742,138,2086306,16515,25940943,93,336425
2014,전라북도,남원시,13074,26744291,64,696423,22257,13195106,0,0
2014,전라북도,무주군,580,1687392,7,22870,1085,3458912,3,3000
2014,전라북도,부안군,3914,4783579,80,448119,8479,9490819,13,6756033
2014,전라북도,순창군,6577,9450982,14,225237,8398,20120502,83,168420
2014,전라북도,완주군,6980,12175733,40,1626729,10695,44957625,2,24100
2014,전라북도,익산시,10560,15319048,271,1122908,8591,14045858,4,51000
2014,전라북도,임실군,2656,3852755,10,592208,4496,11439654,0,0
2014,전라북도,장수군,2585,5375899,6,78649,3295,10659750,1,139
2014,전라북도,전주시,2604,11839691,53,1279093,1101,6062925,3,0
2014,전라북도,정읍시,14167,9244053,58,752862,18298,43526308,12,39086
2014,전라북도,진안군,2759,5377956,25,195214,1759,7705782,3,39118
2014,제주특별자치도,서귀포시,515,45976761,55,1272171,2418,30462346,1,35039
2014,제주특별자치도,제주시,862,87116077,102,1335514,852,34775884,6,926153
2014,충청남도,계룡시,505,598529,7,30600,259,621039,0,0
2014,충청남도,공주시,16684,19669697,130,748047,11158,21574130,6,82800
2014,충청남도,금산군,6548,11113509,117,1491811,7705,16768370,2,27000
2014,충청남도,논산시,9461,8842753,149,470271,14228,19987153,15,30922
2014,충청남도,당진시,13564,47153744,72,1408477,4830,13377786,6,42715
2014,충청남도,보령시,7933,9760729,60,380906,8271,28381864,4,2625
2014,충청남도,부여군,17091,10128700,76,354876,9702,25181626,10,2552
2014,충청남도,서산시,10056,9186150,51,818197,19850,51661148,20,23015
2014,충청남도,서천군,7828,6165870,90,894051,7887,9228711,0,0
2014,충청남도,아산시,6776,21243591,166,3660106,5744,10821494,3,4410
2014,충청남도,예산군,7934,15098878,42,625558,5099,10944961,26,23881
2014,충청남도,천안시,14040,2944758,250,2363945,10007,8959063,1,0
2014,충청남도,청양군,5218,10867665,32,412152,4732,9487988,0,0
2014,충청남도,태안군,7830,23866145,11,40250,8747,18500085,1139,3061930
2014,충청남도,홍성군,10467,22169487,55,610965,8713,9583921,7,5737
2014,충청북도,괴산군,5421,3224147,46,100422,4866,7251554,19,81402
2014,충청북도,단양군,1434,1430262,38,1307752,316,613463,10,5596
2014,충청북도,보은군,6031,5550824,65,243540,4266,8028028,10,29375
2014,충청북도,영동군,9011,7916268,83,1331974,5073,15173631,1,0
2014,충청북도,옥천군,15925,24111384,120,1801348,7475,16484790,39,510071
2014,충청북도,음성군,10592,45377065,636,8065008,7845,34630672,20,84443
2014,충청북도,제천시,8668,20085772,91,863496,6064,25006232,3,10140
2014,충청북도,증평군,2152,3208131,51,849752,1736,2744998,0,0
2014,충청북도,진천군,7212,13712118,191,3837736,3847,12231776,3,29975
2014,충청북도,청주시,22765,39481381,215,2222710,22264,40120725,25,181237
2014,충청북도,충주시,9831,21435959,144,1719055,7713,35303623,51,300009
2015,강원도,강릉시,8059,6398016,68,1201129,1735,4665245,0,0
2015,강원도,고성군,1506,3423485,31,86340,1361,4196568,0,0
2015,강원도,동해시,706,4419741,56,2870152,270,1931055,4,39218
2015,강원도,삼척시,1940,17014472,39,796240,681,4310307,5,52308
2015,강원도,속초시,532,1645264,59,143538,252,691710,9,15570
2015,강원도,양구군,2009,1269155,22,28747,2773,4537514,0,0
2015,강원도,양양군,802,1166114,23,175501,891,2098236,3,15480
2015,강원도,영월군,1550,7266315,31,217134,937,1474315,4,21636
2015,강원도,원주시,17302,33678227,133,797547,6481,15190371,0,0
2015,강원도,인제군,3175,4166347,13,81861,192,628559,3,2035
2015,강원도,정선군,853,3216518,25,136473,375,2167313,0,0
2015,강원도,철원군,2288,5092789,20,267775,2016,10335105,2,30000
2015,강원도,춘천시,9152,16248840,119,900797,7564,18521489,0,0
2015,강원도,태백시,173,392810,13,135811,60,161429,0,0
2015,강원도,평창군,3894,6335397,39,294738,916,3638655,13,217462
2015,강원도,홍천군,10354,6824753,35,296883,1958,4536998,5,55296
2015,강원도,화천군,2633,3531663,19,95769,1320,2932260,6,51063
2015,강원도,횡성군,6807,8734469,55,547790,3666,10138365,6,1695
2015,경기도,가평군,8017,10200791,11,95285,1375,2489844,146,369262
2015,경기도,고양시,5702,10513677,35,275869,7107,11212037,7,12418
2015,경기도,과천시,234,741787,0,0,1101,813453,0,0
2015,경기도,광명시,1324,1503413,30,691063,1455,1840640,1,1178
2015,경기도,광주시,10780,23704153,81,244615,1364,1764290,222,2546638
2015,경기도,구리시,259,583216,12,15271,211,529769,0,0
2015,경기도,군포시,147,1093741,2,3914,331,450204,0,0
2015,경기도,김포시,6885,17189573,201,439575,2542,3435298,0,0
2015,경기도,남양주시,4931,8190653,87,966365,2008,3514329,57,155905
2015,경기도,동두천시,1850,3534849,100,1213422,463,745595,9,83044
2015,경기도,부천시,731,2164216,57,404257,215,427518,5,35131
2015,경기도,성남시,506,4591744,14,32496,542,2108655,8,68350
2015,경기도,수원시,3312,3335064,74,570808,991,1221152,24,6101
2015,경기도,시흥시,1156,4860947,128,709106,2079,4991372,2,43800
2015,경기도,안산시,774,1746685,11,93334,1287,2046506,4,10301
2015,경기도,안성시,13657,18469803,128,1084598,12221,51610505,0,0
2015,경기도,안양시,716,1604069,28,279889,84,107884,1,43
2015,경기도,양주시,7593,10005575,569,2485081,5524,8711749,1,1470
2015,경기도,양평군,18733,17816022,23,247424,10428,22720660,3,39855
2015,경기도,여주시,11814,19336711,185,2317692,7176,14304591,343,1291015
2015,경기도,연천군,1445,1304430,69,592817,2203,3258095,1,40500
2015,경기도,오산시,708,928636,18,730860,261,561525,1,0
2015,경기도,용인시,6187,27778400,58,726288,1670,4228002,10,51481
2015,경기도,의왕시,1357,1514419,84,149165,702,496583,14,19319
2015,경기도,의정부시,1322,2694656,6,19624,471,770290,1,3600
2015,경기도,이천시,9643,35490428,134,1419163,7531,22184599,7,185869
2015,경기도,파주시,13526,34770412,209,2383514,3257,12704695,96,645760
2015,경기도,평택시,7124,19394177,262,4065538,3216,12822664,1,1470
2015,경기도,포천시,5784,20526801,108,1193591,2039,6584563,5,138609
2015,경기도,하남시,2698,8997043,20,306006,975,1930308,0,0
2015,경기도,화성시,8980,13718717,258,3512704,3612,5064836,120,94265
2015,경상남도,거제시,2725,6109580,34,133393,2003,1914086,5,0
2015,경상남도,거창군,2539,4133643,54,1024645,3647,12448945,0,0
2015,경상남도,고성군,1257,1969170,41,274600,1400,5659543,0,0
2015,경상남도,김해시,5635,16914263,267,2007114,1597,6959494,9,76748
2015,경상남도,남해군,3746,5307926,4,39150,3034,3991661,6,12910
2015,경상남도,밀양시,2114,3209236,66,202689,2774,4448926,3,180
2015,경상남도,사천시,1292,9841978,98,1219950,1635,14116449,2,1660
2015,경상남도,산청군,1592,7248699,41,338168,4543,37114498,9,0
2015,경상남도,양산시,2840,7582468,259,1655322,737,2226773,1,0
2015,경상남도,의령군,1338,6122931,51,937220,2198,16266014,0,0
2015,경상남도,진주시,1267,7436810,123,1418752,6305,28283769,2,0
2015,경상남도,창녕군,961,3045681,67,1359977,1917,13649962,44,256
2015,경상남도,창원시,9880,30868080,164,1750073,2010,8910517,19,63420
2015,경상남도,통영시,1082,3292971,10,52492,928,1224737,0,0
2015,경상남도,하동군,1448,7857110,21,164667,3609,5979192,5,4146
2015,경상남도,함안군,1527,9101916,124,2193612,1255,17382952,1,1218
2015,경상남도,함양군,3955,5786517,59,623993,4168,13897884,7,13044
2015,경상남도,합천군,1392,3313617,32,602786,2563,16802619,6,56334
2015,경상북도,경산시,1717,10400776,218,7571707,1515,12417925,0,0
2015,경상북도,경주시,1765,18085843,119,1987598,1004,15457750,4,17309
2015,경상북도,고령군,1043,6657722,82,1608341,2017,16551085,0,0
2015,경상북도,구미시,1943,7381881,128,2881890,694,4405654,9,38693
2015,경상북도,군위군,1592,16760392,34,1470863,1335,16388092,10,493050
2015,경상북도,김천시,7219,5028150,106,646056,10581,9965594,56,57310
2015,경상북도,문경시,3289,10949613,51,527070,3409,5568366,0,0
2015,경상북도,봉화군,1281,2568521,21,431407,4118,7568090,1,2446
2015,경상북도,상주시,5687,8762698,38,295894,12161,44564344,1,0
2015,경상북도,성주군,2618,9825736,118,1629917,3544,17646946,9,207001
2015,경상북도,안동시,4542,25086782,61,2347816,8135,27609168,1,18250
2015,경상북도,영덕군,285,4638962,38,679494,677,6019070,11,552982
2015,경상북도,영양군,260,2711806,17,321465,547,4772558,5,63063
2015,경상북도,영주시,2033,4673976,71,487235,2831,5947669,1,54750
2015,경상북도,영천시,1906,13882904,214,3410465,1904,15241694,10,188750
2015,경상북도,예천군,5226,10735741,25,245516,3249,10728584,1,1500
2015,경상북도,울릉군,9,69900,1,2500,1,630,0,0
2015,경상북도,울진군,371,1067998,29,176710,2573,4497377,44,2151385
2015,경상북도,의성군,2214,11534832,59,1357523,1833,27841685,0,0
2015,경상북도,청도군,1018,6738803,20,1153981,2352,20864195,10,444591
2015,경상북도,청송군,789,3851439,9,102740,573,3431077,22,163340
2015,경상북도,칠곡군,2833,6331621,137,2897122,1767,10916280,1,10800
2015,경상북도,포항시,882,9923210,62,3597224,1027,12206138,23,244555
2015,광주광역시,광산구,1231,2650632,68,974959,1200,1269962,0,0
2015,광주광역시,남구,728,1956445,5,33069,1012,2852779,0,0
2015,광주광역시,동구,850,864447,2,1595,68,106609,0,0
2015,광주광역시,북구,3059,4719030,94,198032,645,1045719,0,0
2015,광주광역시,서구,723,4057759,22,995198,514,3446180,0,0
2015,대구광역시,남구,126,985069,1,2000,9,21649,0,0
2015,대구광역시,달서구,324,1468663,28,92530,23,80163,0,0
2015,대구광역시,달성군,1012,2704298,65,923596,957,3390531,0,0
2015,대구광역시,동구,561,1640389,40,180593,491,1115983,7,22445
2015,대구광역시,북구,584,3724662,62,1536133,157,743089,0,0
2015,대구광역시,서구,122,1026689,20,443926,9,61069,0,0
2015,대구광역시,수성구,231,3025874,9,68278,114,223087,0,0
2015,대구광역시,중구,119,529050,0,0,10,84255,0,0
2015,대전광역시,대덕구,2509,1862395,75,996375,433,479056,0,0
2015,대전광역시,동구,4423,7265616,33,81769,989,4328442,0,0
2015,대전광역시,서구,2654,7512453,2,24031,709,1650395,1,365
2015,대전광역시,유성구,3866,3801008,28,90665,1857,2788118,15,92980
2015,대전광역시,중구,3237,6429492,105,317658,320,606856,0,0
2015,부산광역시,강서구,102,482867,10,191770,45,249352,0,0
2015,부산광역시,금정구,1017,3265928,18,168992,101,232308,23,110856
2015,부산광역시,기장군,628,1890645,22,91394,735,3332741,1,5431
2015,부산광역시,남구,378,1316926,17,19581,16,34757,0,0
2015,부산광역시,동구,77,342834,0,0,1,800,0,0
2015,부산광역시,동래구,565,1882838,4,15061,4,1950,34,622995
2015,부산광역시,부산진구,537,2702844,9,34310,9,42575,2,11205
2015,부산광역시,북구,464,1655235,2,26483,8,12728,2,1079
2015,부산광역시,사상구,244,1039211,19,52054,1,2115,0,0
2015,부산광역시,사하구,356,2498193,22,85501,3,6503,0,0
2015,부산광역시,서구,211,713045,7,14981,8,33352,0,0
2015,부산광역시,수영구,252,1010996,7,7005,15,90301,8,26098
2015,부산광역시,연제구,314,1780285,5,13452,2,5500,0,0
2015,부산광역시,영도구,192,709238,4,1590,0,0,0,0
2015,부산광역시,중구,76,603449,0,0,2,6096,0,0
2015,부산광역시,해운대구,519,1975868,20,305552,21,189344,11,992738
2015,서울특별시,강남구,323,462133,27,103858,780,212550,0,0
2015,서울특별시,강동구,313,911754,0,0,513,691938,1,0
2015,서울특별시,강북구,400,332261,0,0,1,0,0,0
2015,서울특별시,강서구,291,1546660,2,6796,78,169949,6,0
2015,서울특별시,관악구,135,500019,4,4089,3,1430,2,253
2015,서울특별시,광진구,111,2530362,0,0,2,1049,1,57768
2015,서울특별시,구로구,216,417390,11,101983,25,23363,0,0
2015,서울특별시,금천구,129,668619,13,8888,1,7200,1,28
2015,서울특별시,노원구,264,1279542,7,11277,24,19494,2,0
2015,서울특별시,도봉구,352,372886,13,23580,70,18273,0,0
2015,서울특별시,동대문구,407,324427,13,19426,4,1850,2,1460
2015,서울특별시,동작구,116,799062,6,8429,5,7205,3,1815
2015,서울특별시,마포구,107,241516,5,4364,8,5279,1,730
2015,서울특별시,서대문구,216,409559,13,14264,2,592,0,0
2015,서울특별시,서초구,412,956541,26,64350,734,524339,25,320368
2015,서울특별시,성동구,80,263415,28,160216,0,0,0,0
2015,서울특별시,성북구,167,193503,7,6492,3,1683,0,0
2015,서울특별시,송파구,216,991132,31,90336,76,268972,0,0
2015,서울특별시,양천구,254,483571,11,14646,7,13020,0,0
2015,서울특별시,영등포구,167,1715092,11,28631,4,62415,1,182
2015,서울특별시,용산구,90,281724,8,17676,1,0,0,0
2015,서울특별시,은평구,260,527253,1,0,24,11768,1,0
2015,서울특별시,종로구,158,793445,3,14826,6,11918,6,13627
2015,서울특별시,중구,116,676264,3,4488,0,0,8,14
2015,서울특별시,중랑구,168,381511,11,12589,14,23943,6,17872
2015,세종특별자치시,세종특별자치시,11165,27289882,157,3252757,9183,17460109,20,263078
2015,울산광역시,남구,361,2106731,27,344355,24,107427,0,0
2015,울산광역시,동구,198,2431467,0,0,16,7518,0,0
2015,울산광역시,북구,433,2457036,20,213569,192,516969,0,0
2015,울산광역시,울주군,2760,26036568,125,1662091,1267,6214480,0,0
2015,울산광역시,중구,175,1740099,0,0,44,212209,6,14214
2015,인천광역시,강화군,3413,11360477,34,352639,2757,5074589,1,45
2015,인천광역시,계양구,310,721761,16,42639,598,1195033,2,9454
2015,인천광역시,미추홀구,166,540180,1,730,2,6205,0,0
2015,인천광역시,남동구,188,1077970,11,92340,416,753161,0,0
2015,인천광역시,동구,37,153982,5,34278,0,0,1,9453
2015,인천광역시,부평구,220,1609044,8,50376,13,82770,0,0
2015,인천광역시,서구,354,1323425,7,79399,229,405225,0,0
2015,인천광역시,연수구,118,563558,0,0,12,32167,2,8666
2015,인천광역시,옹진군,792,4513686,17,227474,443,1339483,5,44984
2015,인천광역시,중구,2056,4553120,2,25958,616,5732213,64,314727
2015,전라남도,강진군,2577,5795429,33,268473,4795,14724367,7,22270
2015,전라남도,고흥군,5355,8051210,78,869913,10340,51536593,29,227807
2015,전라남도,곡성군,13902,16275053,52,895700,8105,21466198,14,112850
2015,전라남도,광양시,4456,4511403,69,449109,3048,8218232,9,16130
2015,전라남도,구례군,1510,4426483,2,41850,1914,8035347,43,1009385
2015,전라남도,나주시,9790,9364546,81,1277149,6176,19470395,16,105136
2015,전라남도,담양군,11703,5420576,128,1461840,8625,57243652,8,75600
2015,전라남도,목포시,509,844538,9,66912,103,428694,1,0
2015,전라남도,무안군,3960,1768979,53,35070,14549,19685943,2,7665
2015,전라남도,보성군,4007,9834672,47,630230,5972,13672929,0,0
2015,전라남도,순천시,11309,10733203,43,871346,7479,23207684,0,0
2015,전라남도,신안군,130,875900,4,34090,272,1118340,13,57902
2015,전라남도,여수시,6155,7441340,89,700944,3122,5613590,0,0
2015,전라남도,영광군,7300,3097159,20,180285,10825,26760659,8,104653
2015,전라남도,영암군,5837,9492444,31,1102850,3992,24262908,5,120682
2015,전라남도,완도군,2505,2064077,5,41835,2979,10428867,17,12850
2015,전라남도,장성군,9156,7400696,49,483965,6009,17662861,1,0
2015,전라남도,장흥군,442,3064704,7,93066,3864,12418252,2,2377
2015,전라남도,진도군,406,2233172,11,83300,1735,5598839,9,184700
2015,전라남도,함평군,7578,24727602,46,452001,6864,20316715,8,100022
2015,전라남도,해남군,14687,6843149,66,550366,18786,26431233,1,0
2015,전라남도,화순군,4051,13576263,24,904603,3036,23358854,24,1307000
2015,전라북도,고창군,6490,7157542,48,364376,33530,65466218,14,39715
2015,전라북도,군산시,2261,2272969,40,1054024,880,1951316,0,0
2015,전라북도,김제시,13607,15231688,139,2087707,16603,27656390,93,336425
2015,전라북도,남원시,12760,26286747,64,665398,21783,13381439,0,0
2015,전라북도,무주군,576,1590624,8,24355,1149,3568741,3,3000
2015,전라북도,부안군,4120,5006884,80,448839,9905,10434386,13,6756033
2015,전라북도,순창군,6555,9165336,14,225237,8391,20026549,83,168420
2015,전라북도,완주군,6247,11842925,32,692694,9375,41006658,2,24100
2015,전라북도,익산시,14026,16455957,277,1086028,14339,18254495,4,51000
2015,전라북도,임실군,2724,4118393,10,592208,4502,11254182,0,0
2015,전라북도,장수군,2591,5374418,6,78649,3339,10564380,1,139
2015,전라북도,전주시,3277,12202889,53,1180541,2124,6336048,3,0
2015,전라북도,정읍시,14182,9316041,59,754062,18695,44198203,12,39086
2015,전라북도,진안군,2780,5367515,25,195214,1821,7806824,3,39118
2015,제주특별자치도,서귀포시,529,44205709,52,1237182,2414,33355477,1,37563
2015,제주특별자치도,제주시,868,84756832,101,1439538,860,34957647,6,918076
2015,충청남도,계룡시,512,636054,8,39793,264,658877,0,0
2015,충청남도,공주시,16724,20293359,131,746347,11324,22353630,6,82800
2015,충청남도,금산군,6555,10994211,114,1415929,7892,17051714,2,27000
2015,충청남도,논산시,9584,8918979,152,531471,14415,20238384,12,25951
2015,충청남도,당진시,13627,19429660,77,2269863,4895,11545955,6,45990
2015,충청남도,보령시,8048,10023233,59,379435,8402,28579347,4,2625
2015,충청남도,부여군,17136,10174690,74,352381,9850,25369603,10,2552
2015,충청남도,서산시,10109,9015180,51,801264,20005,52128106,19,23015
2015,충청남도,서천군,7847,6207240,90,897701,7945,9182404,0,0
2015,충청남도,아산시,6704,21053649,169,3521698,5967,11314282,3,4410
2015,충청남도,예산군,7996,15815950,42,625558,5191,13112878,26,23881
2015,충청남도,천안시,15588,4537019,274,2440330,12411,13034773,1,0
2015,충청남도,청양군,5282,10882023,32,412152,4973,9807960,0,0
2015,충청남도,태안군,8057,23956101,12,40250,8838,18486474,1140,3059330
2015,충청남도,홍성군,10507,22374008,53,586315,8799,9825284,8,17401
2015,충청북도,괴산군,5511,3646883,45,128127,5096,8274025,19,154751
2015,충청북도,단양군,1472,2324765,42,1390192,331,834953,10,5596
2015,충청북도,보은군,7124,6220657,67,246510,5657,9591780,11,30860
2015,충청북도,영동군,9089,7923171,86,1332974,5178,15572678,1,0
2015,충청북도,옥천군,16514,24791190,124,1820517,8568,18528722,41,510609
2015,충청북도,음성군,10749,45446980,637,8005383,8062,35217889,20,84443
2015,충청북도,제천시,8726,20095140,94,876271,6310,25393306,3,10140
2015,충청북도,증평군,2123,3192318,52,829527,1748,2729645,0,0
2015,충청북도,진천군,7253,13552552,186,3480981,3900,12295676,3,29975
2015,충청북도,청주시,23007,39480085,218,2209083,22982,40902961,25,219836
2015,충청북도,충주시,11535,24503647,157,1729855,10009,39336901,51,300009
2016,강원도,강릉시,8117,6387574,67,1204003,1860,4817829,0,0
2016,강원도,고성군,1517,3817584,33,157068,1415,4868637,3,1880
2016,강원도,동해시,715,4539470,63,3105938,281,2176290,2,39218
2016,강원도,삼척시,1955,17023249,44,903171,710,4404330,6,88808
2016,강원도,속초시,537,1631841,58,212961,261,721614,9,18156
2016,강원도,양구군,2026,1193139,22,37533,2813,4582172,0,0
2016,강원도,양양군,814,1134850,22,173326,926,2006730,3,15480
2016,강원도,영월군,1592,7284149,31,217134,982,1490341,4,21636
2016,강원도,원주시,17435,33171622,148,1013967,6696,15294591,0,0
2016,강원도,인제군,3218,4192647,13,81861,220,670824,3,2035
2016,강원도,정선군,879,1694990,24,52606,421,1050970,0,0
2016,강원도,철원군,2292,4917032,20,267775,2103,10328911,2,30000
2016,강원도,춘천시,9261,16480175,117,895600,7705,18764758,0,0
2016,강원도,태백시,162,366278,11,5924,61,162683,0,0
2016,강원도,평창군,4011,6301824,33,215534,1030,3807854,13,217462
2016,강원도,홍천군,10676,1970696,35,34225,2303,1853307,5,37046
2016,강원도,화천군,2629,3938916,22,114941,1499,3964929,7,52968
2016,강원도,횡성군,6906,9169506,55,656366,3938,11214204,0,0
2016,경기도,가평군,9588,9831921,17,129905,2035,2799485,146,412046
2016,경기도,고양시,5635,10388988,35,275531,7371,11611649,7,12418
2016,경기도,과천시,224,593691,0,0,1142,868507,0,0
2016,경기도,광명시,1239,1455715,29,688804,1466,1847654,1,1178
2016,경기도,광주시,11274,25105351,93,266823,1558,1984514,198,2334758
2016,경기도,구리시,251,575919,12,15271,259,660761,0,0
2016,경기도,군포시,157,994107,2,3914,342,473555,0,0
2016,경기도,김포시,6876,17183258,201,439685,2721,3598752,0,0
2016,경기도,남양주시,5274,9130567,96,1085907,2312,4445213,56,157520
2016,경기도,동두천시,1833,3404456,101,1142589,487,558395,10,87211
2016,경기도,부천시,700,2090236,59,425251,241,463361,5,35131
2016,경기도,성남시,486,4536167,14,32496,572,2154972,8,70048
2016,경기도,수원시,3231,3142679,74,692374,1041,1233161,22,6101
2016,경기도,시흥시,465,2010426,12,54226,782,1598058,4,45384
2016,경기도,안산시,811,1789283,13,166334,1421,2202068,4,10301
2016,경기도,안성시,13849,18645017,136,1200557,12399,51848763,0,0
2016,경기도,안양시,700,1591934,30,287309,87,113263,1,43
2016,경기도,양주시,7400,9733288,545,2739962,5734,9071094,0,0
2016,경기도,양평군,19485,18095558,24,247424,10725,23121109,3,39855
2016,경기도,여주시,12046,19434704,191,2436572,7436,14606451,342,1287015
2016,경기도,연천군,1434,1334322,54,423402,2302,3406928,1,40500
2016,경기도,오산시,699,905566,19,732942,286,740071,0,0
2016,경기도,용인시,6290,27368295,64,744023,1835,4513339,10,52968
2016,경기도,의왕시,1306,1480143,84,149165,703,923230,13,18203
2016,경기도,의정부시,1315,2631523,6,19624,485,789024,1,3600
2016,경기도,이천시,9555,33655938,136,1361385,7955,23290203,7,718329
2016,경기도,파주시,13606,35672412,213,2430964,3368,13627377,95,644760
2016,경기도,평택시,7138,20106575,245,5468155,3287,13089924,0,0
2016,경기도,포천시,5972,19801017,113,1164788,2198,6663070,5,138609
2016,경기도,하남시,2478,1714169,23,785150,1007,1629856,0,0
2016,경기도,화성시,9327,14814553,268,3702828,3948,5961478,118,110907
2016,경상남도,거제시,2776,6235884,29,106838,2036,1958063,5,0
2016,경상남도,거창군,2612,4134510,53,1020995,3898,12321441,0,0
2016,경상남도,고성군,1272,2022451,42,278400,1488,5941196,1,2000
2016,경상남도,김해시,5402,16683325,258,1936833,1484,6499828,8,76747
2016,경상남도,남해군,3794,5387144,4,39150,3041,3958713,6,12910
2016,경상남도,밀양시,2205,3330135,71,262209,2905,4660623,3,180
2016,경상남도,사천시,1314,9849025,99,1221004,1687,14168622,2,1660
2016,경상남도,산청군,1672,7349202,40,443621,4625,37882447,7,163885
2016,경상남도,양산시,2862,7445104,255,1637713,791,2245653,0,0
2016,경상남도,의령군,1352,6133159,48,856220,2314,16370835,0,0
2016,경상남도,진주시,1280,7391219,120,1373357,6384,28320639,2,0
2016,경상남도,창녕군,973,3044866,68,1360233,1983,13687984,45,3829
2016,경상남도,창원시,9819,30904587,160,1726223,2114,9051960,17,63356
2016,경상남도,통영시,1086,3071155,10,52492,945,1258835,0,0
2016,경상남도,하동군,1467,7320880,21,189657,3683,6362115,5,4146
2016,경상남도,함안군,1872,10843181,190,2871099,1413,18519568,0,0
2016,경상남도,함양군,4024,5755103,59,623993,4316,14201886,7,13044
2016,경상남도,합천군,1405,4267620,32,612311,2683,17953758,3,3409
2016,경상북도,경산시,1657,9038206,218,7585249,1632,8903837,0,0
2016,경상북도,경주시,1848,17896669,122,1973848,1109,15932464,4,17309
2016,경상북도,고령군,1145,7974451,109,2096566,2333,19751744,0,0
2016,경상북도,구미시,1972,7719333,127,2648813,730,4156645,9,94330
2016,경상북도,군위군,1613,16736310,27,1108646,1426,16362818,9,456550
2016,경상북도,김천시,7333,14106733,109,1139896,10864,32575863,56,57310
2016,경상북도,문경시,3327,11023393,53,532803,3500,5730949,0,0
2016,경상북도,봉화군,1326,2545413,21,431407,4558,7577413,1,2446
2016,경상북도,상주시,5750,9934799,41,369246,12378,22962913,1,100
2016,경상북도,성주군,2665,9853393,124,1718417,3597,17739498,8,196201
2016,경상북도,안동시,4541,24804301,66,2359441,8581,28200160,1,18250
2016,경상북도,영덕군,300,4689140,44,676721,711,5876973,11,552982
2016,경상북도,영양군,269,2838494,16,284965,597,5036020,5,63063
2016,경상북도,영주시,2090,4691652,68,492074,3040,6328771,1,54750
2016,경상북도,영천시,1930,13892833,220,3573401,2153,15877930,10,188750
2016,경상북도,예천군,5572,11886547,28,384219,3521,14529507,1,1500
2016,경상북도,울릉군,6,37400,1,2500,1,630,0,0
2016,경상북도,울진군,467,1397633,37,343810,2729,4985865,50,2298565
2016,경상북도,의성군,2236,11860110,58,1355901,1996,32600961,0,0
2016,경상북도,청도군,1070,6775089,21,1183181,2520,21198390,9,443120
2016,경상북도,청송군,865,3845200,9,102740,880,3583097,23,163705
2016,경상북도,칠곡군,2878,6291967,143,2864722,1818,10964584,1,10800
2016,경상북도,포항시,926,9949573,57,3552115,1125,12516660,23,220366
2016,광주광역시,광산구,1206,3048138,69,1047519,1217,1278836,0,0
